run,seed,ring_size,affected_fraction,method,completion_time_s,final_k_mean,final_k_max
11,100051976,16,0.1,adaptive,0.03340000000000044,1.1875,4
11,100051976,16,0.3,adaptive,0.031050000000000376,1.125,3
11,100051976,16,0.5,adaptive,0.04340000000000073,1.3125,4
11,100051976,32,0.0,adaptive,0.021500000000000102,1.0,1
11,100051976,32,0.1,adaptive,0.03340000000000044,1.09375,4
11,100051976,32,0.3,adaptive,0.031050000000000376,1.09375,3
11,100051976,32,0.5,adaptive,0.04305000000000072,1.21875,4
12,110051977,16,0.0,adaptive,0.021500000000000102,1.0,1
12,110051977,16,0.1,adaptive,0.0319500000000004,1.125,3
12,110051977,16,0.3,adaptive,0.035600000000000506,1.1875,4
12,110051977,16,0.5,adaptive,0.0318000000000004,1.1875,4
12,110051977,32,0.0,adaptive,0.021500000000000102,1.0,1
12,110051977,32,0.1,adaptive,0.0319500000000004,1.0625,3
12,110051977,32,0.3,adaptive,0.021500000000000102,1.0,1
12,110051977,32,0.5,adaptive,0.041150000000000665,1.34375,4
14,130051979,16,0.0,adaptive,0.021500000000000102,1.0,1
14,130051979,16,0.1,adaptive,0.043200000000000724,1.1875,4
14,130051979,16,0.3,adaptive,0.030650000000000364,1.125,3
14,130051979,16,0.5,adaptive,0.028200000000000294,1.125,3
14,130051979,32,0.0,adaptive,0.021500000000000102,1.0,1
14,130051979,32,0.1,adaptive,0.03435000000000047,1.09375,4
14,130051979,32,0.3,adaptive,0.021500000000000102,1.0,1
14,130051979,32,0.5,adaptive,0.03225000000000041,1.09375,4
13,120051978,16,0.0,adaptive,0.021500000000000102,1.0,1
13,120051978,16,0.1,adaptive,0.021500000000000102,1.0,1
13,120051978,16,0.3,adaptive,0.03825000000000058,1.375,4
13,120051978,16,0.5,adaptive,0.04200000000000069,1.375,4
13,120051978,32,0.0,adaptive,0.021500000000000102,1.0,1
13,120051978,32,0.1,adaptive,0.021500000000000102,1.0,1
13,120051978,32,0.3,adaptive,0.04025000000000064,1.28125,4
13,120051978,32,0.5,adaptive,0.05080000000000094,1.25,4
16,150051981,16,0.0,adaptive,0.021500000000000102,1.0,1
16,150051981,16,0.1,adaptive,0.024650000000000193,1.0625,2
16,150051981,16,0.3,adaptive,0.023450000000000158,1.0,1
16,150051981,16,0.5,adaptive,0.02915000000000032,1.125,3
16,150051981,32,0.0,adaptive,0.021500000000000102,1.0,1
16,150051981,32,0.1,adaptive,0.03515000000000049,1.09375,4
16,150051981,32,0.3,adaptive,0.03780000000000057,1.09375,4
16,150051981,32,0.5,adaptive,0.0355000000000005,1.25,4
15,140051980,16,0.0,adaptive,0.021500000000000102,1.0,1
15,140051980,16,0.1,adaptive,0.02810000000000029,1.125,3
15,140051980,16,0.3,adaptive,0.03400000000000046,1.1875,4
15,140051980,16,0.5,adaptive,0.04305000000000072,1.375,4
15,140051980,32,0.0,adaptive,0.021500000000000102,1.0,1
15,140051980,32,0.1,adaptive,0.02810000000000029,1.125,3
15,140051980,32,0.3,adaptive,0.03400000000000046,1.125,4
15,140051980,32,0.5,adaptive,0.046750000000000826,1.375,4
17,160051982,16,0.0,adaptive,0.021500000000000102,1.0,1
17,160051982,16,0.1,adaptive,0.036900000000000543,1.1875,4
17,160051982,16,0.3,adaptive,0.021500000000000102,1.0,1
17,160051982,16,0.5,adaptive,0.031000000000000374,1.125,3
17,160051982,32,0.0,adaptive,0.021500000000000102,1.0,1
17,160051982,32,0.1,adaptive,0.03915000000000061,1.1875,4
17,160051982,32,0.3,adaptive,0.03225000000000041,1.09375,3
17,160051982,32,0.5,adaptive,0.032450000000000416,1.1875,4
19,180051984,16,0.0,adaptive,0.021500000000000102,1.0,1
19,180051984,16,0.1,adaptive,0.021500000000000102,1.0,1
19,180051984,16,0.3,adaptive,0.021500000000000102,1.0,1
19,180051984,16,0.5,adaptive,0.03405000000000046,1.3125,4
19,180051984,32,0.0,adaptive,0.021500000000000102,1.0,1
19,180051984,32,0.1,adaptive,0.021500000000000102,1.0,1
19,180051984,32,0.3,adaptive,0.021500000000000102,1.0,1
19,180051984,32,0.5,adaptive,0.040750000000000654,1.3125,4
18,170051983,16,0.0,adaptive,0.021500000000000102,1.0,1
18,170051983,16,0.1,adaptive,0.021500000000000102,1.0,1
18,170051983,16,0.3,adaptive,0.021500000000000102,1.0,1
18,170051983,16,0.5,adaptive,0.03780000000000057,1.375,4
18,170051983,32,0.0,adaptive,0.021500000000000102,1.0,1
18,170051983,32,0.1,adaptive,0.03285000000000043,1.1875,4
18,170051983,32,0.3,adaptive,0.035250000000000496,1.1875,4
18,170051983,32,0.5,adaptive,0.04195000000000069,1.28125,4
20,190051985,16,0.0,adaptive,0.021500000000000102,1.0,1
20,190051985,16,0.1,adaptive,0.021500000000000102,1.0,1
20,190051985,16,0.3,adaptive,0.028550000000000304,1.125,3
20,190051985,16,0.5,adaptive,0.03610000000000052,1.25,4
20,190051985,32,0.0,adaptive,0.021500000000000102,1.0,1
20,190051985,32,0.1,adaptive,0.021500000000000102,1.0,1
20,190051985,32,0.3,adaptive,0.026750000000000253,1.0625,3
20,190051985,32,0.5,adaptive,0.058900000000001174,1.34375,4
21,200051986,16,0.0,adaptive,0.021500000000000102,1.0,1
21,200051986,16,0.1,adaptive,0.021500000000000102,1.0,1
21,200051986,16,0.3,adaptive,0.021500000000000102,1.0,1
21,200051986,16,0.5,adaptive,0.023400000000000157,1.0625,2
21,200051986,32,0.0,adaptive,0.021500000000000102,1.0,1
21,200051986,32,0.1,adaptive,0.032750000000000425,1.1875,4
